0,1541997685,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
0,1541997685,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
0,1541997685,3f6c1609d992,scih-machine_mongodb_1,0.32%,86.79MiB,3.607GiB,2.35%
0,1541997685,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
1,1541997686,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
1,1541997686,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
1,1541997686,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.79MiB,3.607GiB,2.35%
1,1541997686,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
2,1541997686,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
2,1541997686,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
2,1541997686,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.79MiB,3.607GiB,2.35%
2,1541997686,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
3,1541997686,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
3,1541997686,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
3,1541997686,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.79MiB,3.607GiB,2.35%
3,1541997686,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
4,1541997686,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
4,1541997686,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
4,1541997686,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.79MiB,3.607GiB,2.35%
4,1541997686,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
5,1541997686,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
5,1541997686,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
5,1541997686,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.79MiB,3.607GiB,2.35%
5,1541997686,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
6,1541997687,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
6,1541997687,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
6,1541997687,3f6c1609d992,scih-machine_mongodb_1,0.48%,86.79MiB,3.607GiB,2.35%
6,1541997687,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
7,1541997687,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
7,1541997687,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
7,1541997687,3f6c1609d992,scih-machine_mongodb_1,0.48%,86.79MiB,3.607GiB,2.35%
7,1541997687,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
8,1541997687,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
8,1541997687,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
8,1541997687,3f6c1609d992,scih-machine_mongodb_1,0.48%,86.79MiB,3.607GiB,2.35%
8,1541997687,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
9,1541997687,b2c79388a6a1,scih-machine_gps-service_1,0.00%,80.22MiB,3.607GiB,2.17%
9,1541997687,d86df3a550c5,scih-machine_api-gateway_1,0.00%,62MiB,3.607GiB,1.68%
9,1541997687,3f6c1609d992,scih-machine_mongodb_1,0.48%,86.79MiB,3.607GiB,2.35%
