0,1541998238,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
0,1541998238,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
0,1541998238,3f6c1609d992,scih-machine_mongodb_1,0.27%,108.5MiB,3.607GiB,2.94%
0,1541998238,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
1,1541998239,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
1,1541998239,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
1,1541998239,3f6c1609d992,scih-machine_mongodb_1,0.23%,108.5MiB,3.607GiB,2.94%
1,1541998239,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
2,1541998239,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
2,1541998239,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
2,1541998239,3f6c1609d992,scih-machine_mongodb_1,0.23%,108.5MiB,3.607GiB,2.94%
2,1541998239,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
3,1541998239,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
3,1541998239,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
3,1541998239,3f6c1609d992,scih-machine_mongodb_1,0.23%,108.5MiB,3.607GiB,2.94%
3,1541998239,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
4,1541998239,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
4,1541998239,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
4,1541998239,3f6c1609d992,scih-machine_mongodb_1,0.23%,108.5MiB,3.607GiB,2.94%
4,1541998239,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
5,1541998239,b2c79388a6a1,scih-machine_gps-service_1,0.00%,89.32MiB,3.607GiB,2.42%
5,1541998239,d86df3a550c5,scih-machine_api-gateway_1,0.00%,100.7MiB,3.607GiB,2.73%
5,1541998239,3f6c1609d992,scih-machine_mongodb_1,0.23%,108.5MiB,3.607GiB,2.94%
5,1541998239,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
