0,1541997528,b2c79388a6a1,scih-machine_gps-service_1,0.06%,70.37MiB,3.607GiB,1.91%
0,1541997528,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
0,1541997528,3f6c1609d992,scih-machine_mongodb_1,0.27%,86.36MiB,3.607GiB,2.34%
0,1541997528,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
1,1541997528,b2c79388a6a1,scih-machine_gps-service_1,0.06%,70.37MiB,3.607GiB,1.91%
1,1541997528,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
1,1541997528,3f6c1609d992,scih-machine_mongodb_1,0.27%,86.36MiB,3.607GiB,2.34%
1,1541997528,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
2,1541997528,b2c79388a6a1,scih-machine_gps-service_1,0.06%,70.37MiB,3.607GiB,1.91%
2,1541997528,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
2,1541997528,3f6c1609d992,scih-machine_mongodb_1,0.27%,86.36MiB,3.607GiB,2.34%
2,1541997528,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
3,1541997529,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
3,1541997529,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
3,1541997529,3f6c1609d992,scih-machine_mongodb_1,0.25%,86.36MiB,3.607GiB,2.34%
3,1541997529,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
4,1541997529,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
4,1541997529,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
4,1541997529,3f6c1609d992,scih-machine_mongodb_1,0.25%,86.36MiB,3.607GiB,2.34%
4,1541997529,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
5,1541997529,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
5,1541997529,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
5,1541997529,3f6c1609d992,scih-machine_mongodb_1,0.25%,86.36MiB,3.607GiB,2.34%
5,1541997529,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
6,1541997529,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
6,1541997529,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
6,1541997529,3f6c1609d992,scih-machine_mongodb_1,0.25%,86.36MiB,3.607GiB,2.34%
6,1541997529,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
7,1541997529,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
7,1541997529,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
7,1541997529,3f6c1609d992,scih-machine_mongodb_1,0.25%,86.36MiB,3.607GiB,2.34%
7,1541997529,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
8,1541997530,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
8,1541997530,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
8,1541997530,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.36MiB,3.607GiB,2.34%
8,1541997530,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
9,1541997530,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
9,1541997530,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
9,1541997530,3f6c1609d992,scih-machine_mongodb_1,0.26%,86.36MiB,3.607GiB,2.34%
9,1541997530,35a0115bbd95,scih-machine_ui-service_1,0.00%,51.54MiB,3.607GiB,1.40%
10,1541997530,b2c79388a6a1,scih-machine_gps-service_1,0.00%,70.37MiB,3.607GiB,1.91%
10,1541997530,d86df3a550c5,scih-machine_api-gateway_1,0.00%,81.97MiB,3.607GiB,2.22%
